moteur;question;categorie_attendue;categorie_obtenue;classification;branche;refus_attendu;refus_obtenu;rappel;sources
hybride;"Quels produits relèvent de la décoration ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;non;non;1.000;"BTQ00-0019 — tableau de décoration | BTQ00-0029 — tableau décoration | BTQ09-0013 — tableau décoration | BTQ09-0008 — Décoration murale | ART-2026-0022 — Mme Justina"
hybride;"Quels artisans pratiquent la broderie traditionnelle ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;non;non;0.000;"ART-2026-0040 — BASSIE MOFO Julius | BTQ00-0019 — tableau de décoration | ART-2026-0007 — NKONDZOU Thomas | ART-2026-0008 — DJOKO POKAM ALEX | ART-2026-0025 — MOUTAPMBEME JONAS"
hybride;"Quels artisans soufflent le verre de Murano ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;oui;non;;"ART-2026-0025 — MOUTAPMBEME JONAS | ART-2026-0032 — MBOULE Simone | ART-2026-0021 — GUEKAM Phillipe | BTQ09-0021 — Stylos en bambou de chine | ART-2026-0001 — NGASSAM Bernadette"
hybride;"Où acheter des skis de fond au village ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;oui;non;;"BTQ01-0009 — poudre d'ail | BTQ01-0019 — moelleux aux champignons | BTQ04-0001 — Chips de mais | BTQ00-0023 — Cookies de manioc | BTQ01-0018 — la tour des rois"
hybride;"Quel est le taux de change du yen japonais ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;oui;non;;"BTQ00-0032 — clou de giroffle | BTQ12-0021 — caisse en bambou de chine | BTQ12-0002 — sac en paille | BTQ09-0014 — collier en bambou de chine | BTQ09-0021 — Stylos en bambou de chine"
hybride;"Quels artisans réparent les moteurs diesel ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;oui;non;;"ART-2026-0025 — MOUTAPMBEME JONAS | BTQ01-0010 — vin d'ail | BTQ01-0009 — poudre d'ail | ART-2026-0032 — MBOULE Simone | ART-2026-0024 — NJEUYIM TOUOMO Guy Marcel"
hybride;"Le village propose-t-il des cours de plongée sous-marine ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;oui;non;;"BTQ09-0017 — Damier, Collier et tableau avec message | BTQ09-0014 — collier en bambou de chine | BTQ09-0006 — boucles d'oreilles | BTQ09-0021 — Stylos en bambou de chine | BTQ09-0020 — chaine en bambou de chnie"
hybride;"Quelle est la météo prévue pour la semaine prochaine ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;oui;non;;"BTQ00-0032 — clou de giroffle | ART-2026-0033 — Mme GUESSONG(payé le 01/09/25) | BTQ00-0067 — Petit tableau déco | BTQ12-0033 — Panniers en paille | BTQ00-0008 — césame"
hybride;"Qui vend des semi-conducteurs au village ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;oui;non;;"BTQ09-0017 — Damier, Collier et tableau avec message | BTQ01-0009 — poudre d'ail | BTQ12-0003 — chapeau en paille | BTQ09-0006 — boucles d'oreilles | BTQ09-0022 — bracelets en bambou de chine"
hybride;"Trouve-t-on de la porcelaine de Limoges ici ?";DESCRIPTIVE;DESCRIPTIVE;juste;RECHERCHE;oui;non;;"BTQ00-0019 — tableau de décoration | BTQ00-0067 — Petit tableau déco | BTQ00-0028 — biscuit de manioc | BTQ00-0066 — Grand tableau déco | BTQ00-0015 — vinaigre"
